complaint_id,original_id,complaint_text,category,department,status,customer_id,date_received,date_resolved,created_at,complaint_text_clean,resolution_time_hours,vader_label,vader_score,transformer_label,transformer_score,sentiment_label,sentiment_score,sentiment_model_used
1908,1908,"There is a billing error, I already paid but it still shows unpaid.",Billing Issue,Billing,Closed,CUST5587,2025-04-07 13:27:00,2025-04-09 20:52:02,2026-07-23 20:15:32,billing error already paid still shows unpaid,55.41722222222222,Negative,-0.2144,Negative,-0.9994487166404724,Negative,-0.9994487166404724,transformer
1910,1910,"Excellent service today, very satisfied with the response.",Appreciation,Customer Support,Closed,CUST8807,2025-02-21 14:47:00,2025-02-22 12:49:13,2026-07-23 20:15:32,excellent service today satisfied response,22.036944444444444,Positive,0.7778,Positive,0.9998507499694824,Positive,0.9998507499694824,transformer
1911,1911,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Closed,CUST5475,2025-02-08 11:29:00,2025-02-09 19:58:50,2026-07-23 20:15:32,overcharged last bill one responding,32.49722222222222,Negative,-0.296,Negative,-0.9996205568313599,Negative,-0.9996205568313599,transformer
1912,1912,Staff keep telling me to wait but nothing happens.,,Operations,In Progress,CUST7183,2025-07-24 14:44:00,,2026-07-23 20:15:32,staff keep telling wait nothing happens,,Neutral,0.0,Negative,-0.9984003901481628,Negative,-0.9984003901481628,transformer
1913,1913,Why is the late fee applied when I paid on time?,,Billing,In Progress,CUST1721,2025-06-15 18:26:00,,2026-07-23 20:15:32,late fee applied paid time,,Neutral,0.0,Negative,-0.9993433356285095,Negative,-0.9993433356285095,transformer
1914,1914,The equipment at the site is old and frequently malfunctions.,,Maintenance,In Progress,CUST5455,2025-09-24 18:30:00,,2026-07-23 20:15:32,equipment site old frequently malfunctions,,Neutral,0.0,Negative,-0.9997950196266174,Negative,-0.9997950196266174,transformer
1915,1915,"Excellent service today, very satisfied with the response.",Appreciation,Customer Support,Open,CUST8132,2025-04-15 14:51:00,,2026-07-23 20:15:32,excellent service today satisfied response,,Positive,0.7778,Positive,0.9998507499694824,Positive,0.9998507499694824,transformer
1916,1916,Very unprofessional behavior from the officer on duty.,,Customer Support,Closed,CUST2448,2025-09-23 09:54:00,2025-09-26 05:36:31,2026-07-23 20:15:32,unprofessional behavior officer duty,67.70861111111111,Negative,-0.5563,Negative,-0.9969633221626282,Negative,-0.9969633221626282,transformer
1917,1917,Poor maintenance of the facility is causing repeated problems.,Infrastructure,Maintenance,Resolved,CUST9859,2025-10-18 17:10:00,2025-10-26 11:50:56,2026-07-23 20:15:32,poor maintenance facility causing repeated problems,186.6822222222222,Negative,-0.7003,Negative,-0.9997307658195496,Negative,-0.9997307658195496,transformer
1918,1918,"There is a billing error, I already paid but it still shows unpaid.",Billing Issue,Billing,Resolved,CUST5791,2025-06-19 15:25:00,2025-06-21 19:29:05,2026-07-23 20:15:32,billing error already paid still shows unpaid,52.06805555555555,Negative,-0.2144,Negative,-0.9994487166404724,Negative,-0.9994487166404724,transformer
1919,1919,Why is the late fee applied when I paid on time?,,Billing,Closed,CUST5148,2025-08-14 10:23:00,2025-08-16 15:55:31,2026-07-23 20:15:32,late fee applied paid time,53.54194444444445,Neutral,0.0,Negative,-0.9993433356285095,Negative,-0.9993433356285095,transformer
1920,1920,An official demanded a bribe before processing my documents.,Corruption/Bribery,Administration,Resolved,CUST3691,2025-12-21 12:29:00,2025-12-27 22:58:11,2026-07-23 20:15:32,official demanded bribe processing documents,154.48638888888888,Negative,-0.4019,Negative,-0.999240517616272,Negative,-0.999240517616272,transformer
1921,1921,An official demanded a bribe before processing my documents.,,Administration,Open,CUST3612,2025-07-28 17:40:00,,2026-07-23 20:15:32,official demanded bribe processing documents,,Negative,-0.4019,Negative,-0.999240517616272,Negative,-0.999240517616272,transformer
1922,1922,There is clear favoritism and under-the-table dealing happening.,Corruption/Bribery,Administration,In Progress,CUST2339,2025-03-27 07:50:00,,2026-07-23 20:15:32,clear favoritism table dealing happening,,Positive,0.5106,Positive,0.9934437274932861,Positive,0.9934437274932861,transformer
1923,1923,I was asked to pay extra money to get my work done faster.,Corruption/Bribery,Administration,Resolved,CUST5173,2025-12-18 10:02:00,2025-12-25 12:37:02,2026-07-23 20:15:32,asked pay extra money get work done faster,170.58388888888888,Negative,-0.1027,Negative,-0.9994475245475769,Negative,-0.9994475245475769,transformer
1924,1924,"Excellent service today, very satisfied with the response.",Appreciation,Customer Support,Closed,CUST6332,2025-09-22 19:45:00,2025-09-23 22:42:40,2026-07-23 20:15:32,excellent service today satisfied response,26.961111111111112,Positive,0.7778,Positive,0.9998507499694824,Positive,0.9998507499694824,transformer
1925,1925,I witnessed a near-accident due to lack of proper signage.,Safety Concern,Security,Closed,CUST6752,2025-07-13 07:33:00,2025-07-16 01:33:49,2026-07-23 20:15:32,witnessed near accident due lack proper signage,66.01361111111112,Negative,-0.3182,Negative,-0.9997788071632385,Negative,-0.9997788071632385,transformer
1926,1926,There are serious safety hazards at the site that need urgent attention.,Safety Concern,Security,In Progress,CUST4085,2025-04-21 09:29:00,,2026-07-23 20:15:32,serious safety hazards site need urgent attention,,Positive,0.5106,Negative,-0.9872455596923828,Negative,-0.9872455596923828,transformer
1927,1927,The new infrastructure upgrade has improved things significantly.,Infrastructure,Maintenance,Closed,CUST6022,2025-10-16 09:09:00,2025-10-24 02:56:04,2026-07-23 20:15:32,new infrastructure upgrade improved things significantly,185.78444444444443,Positive,0.4767,Positive,0.9997418522834778,Positive,0.9997418522834778,transformer
1928,1928,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Resolved,CUST4129,2025-05-07 12:34:00,2025-05-11 12:59:28,2026-07-23 20:15:32,waiting since last month issue fixed,96.42444444444445,Neutral,0.0,Negative,-0.9983676075935364,Negative,-0.9983676075935364,transformer
1929,1929,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Closed,CUST2098,2025-05-07 08:11:00,2025-05-09 02:42:49,2026-07-23 20:15:32,overcharged last bill one responding,42.530277777777776,Negative,-0.296,Negative,-0.9996205568313599,Negative,-0.9996205568313599,transformer
1930,1930,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Resolved,CUST5918,2025-06-12 08:42:00,2025-06-17 05:44:07,2026-07-23 20:15:32,three weeks complaint still resolved,117.03527777777778,Negative,-0.4055,Negative,-0.9996131062507629,Negative,-0.9996131062507629,transformer
1931,1931,The response time for service requests is unacceptably slow.,Service Delay,Operations,Resolved,CUST1686,2025-04-14 10:39:00,2025-04-20 09:39:47,2026-07-23 20:15:32,response time service requests unacceptably slow,143.01305555555555,Neutral,0.0,Negative,-0.9997486472129822,Negative,-0.9997486472129822,transformer
1932,1932,The road near the facility is damaged and causing accidents.,Infrastructure,Maintenance,In Progress,CUST7287,2025-07-12 16:01:00,,2026-07-23 20:15:32,road near facility damaged causing accidents,,Negative,-0.6369,Negative,-0.9993550181388855,Negative,-0.9993550181388855,transformer
1933,1933,There are serious safety hazards at the site that need urgent attention.,Safety Concern,Security,Closed,CUST9033,2025-06-19 10:39:00,2025-06-21 16:06:44,2026-07-23 20:15:32,serious safety hazards site need urgent attention,53.46222222222222,Positive,0.5106,Negative,-0.9872455596923828,Negative,-0.9872455596923828,transformer
1934,1934,"Great job by the support team, issue resolved within a day.",Appreciation,Customer Support,Closed,CUST9908,2025-01-16 08:48:00,2025-01-17 01:29:33,2026-07-23 20:15:32,great job support team issue resolved within day,16.6925,Positive,0.8176,Positive,0.9994268417358398,Positive,0.9994268417358398,transformer
1935,1935,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Closed,CUST6527,2025-09-23 09:40:00,2025-09-26 11:57:22,2026-07-23 20:15:32,bill amount doubled month without explanation,74.28944444444444,Neutral,0.0,Negative,-0.9965940117835999,Negative,-0.9965940117835999,transformer
1936,1936,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Closed,CUST4548,2025-01-10 07:35:00,2025-01-13 00:55:55,2026-07-23 20:15:32,waiting since last month issue fixed,65.34861111111111,Neutral,0.0,Negative,-0.9983676075935364,Negative,-0.9983676075935364,transformer
1937,1937,The road near the facility is damaged and causing accidents.,Infrastructure,Maintenance,Closed,CUST9295,2025-01-05 09:37:00,2025-01-12 11:15:51,2026-07-23 20:15:32,road near facility damaged causing accidents,169.6475,Negative,-0.6369,Negative,-0.9993550181388855,Negative,-0.9993550181388855,transformer
1938,1938,The staff member was polite and handled my issue very well.,Staff Behavior,Customer Support,Resolved,CUST9776,2025-03-09 10:44:00,2025-03-12 20:17:48,2026-07-23 20:15:32,staff member polite handled issue well,81.56333333333333,Positive,0.3384,Positive,0.9998146891593933,Positive,0.9998146891593933,transformer
1939,1939,The road near the facility is damaged and causing accidents.,,Maintenance,Resolved,CUST8401,2025-04-04 17:44:00,2025-04-06 16:17:07,2026-07-23 20:15:32,road near facility damaged causing accidents,46.551944444444445,Negative,-0.6369,Negative,-0.9993550181388855,Negative,-0.9993550181388855,transformer
1940,1940,No technician has visited despite multiple requests.,Service Delay,Operations,Resolved,CUST2258,2025-01-20 13:21:00,2025-01-25 06:08:41,2026-07-23 20:15:32,technician visited despite multiple requests,112.79472222222222,Negative,-0.296,Negative,-0.9824507832527161,Negative,-0.9824507832527161,transformer
1941,1941,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Closed,CUST3893,2025-04-13 16:49:00,2025-04-15 21:21:21,2026-07-23 20:15:32,late fee applied paid time,52.53916666666667,Neutral,0.0,Negative,-0.9993433356285095,Negative,-0.9993433356285095,transformer
1942,1942,There are serious safety hazards at the site that need urgent attention.,Safety Concern,Security,Closed,CUST9083,2025-05-08 13:21:00,2025-05-10 17:04:52,2026-07-23 20:15:32,serious safety hazards site need urgent attention,51.73111111111111,Positive,0.5106,Negative,-0.9872455596923828,Negative,-0.9872455596923828,transformer
1943,1943,I have been waiting since last month for this issue to be fixed.,,Operations,In Progress,CUST1387,2025-10-04 08:06:00,,2026-07-23 20:15:32,waiting since last month issue fixed,,Neutral,0.0,Negative,-0.9983676075935364,Negative,-0.9983676075935364,transformer
1944,1944,The employee refused to help and was arguing instead of assisting.,Staff Behavior,Customer Support,Closed,CUST7034,2025-10-14 14:01:00,2025-10-17 11:16:02,2026-07-23 20:15:32,employee refused help arguing instead assisting,69.25055555555555,Negative,-0.3612,Negative,-0.9993220567703247,Negative,-0.9993220567703247,transformer
1945,1945,The road near the facility is damaged and causing accidents.,Infrastructure,Maintenance,Resolved,CUST2096,2025-06-02 07:17:00,2025-06-04 17:11:01,2026-07-23 20:15:32,road near facility damaged causing accidents,57.90027777777778,Negative,-0.6369,Negative,-0.9993550181388855,Negative,-0.9993550181388855,transformer
1946,1946,"There is a billing error, I already paid but it still shows unpaid.",Billing Issue,Billing,Resolved,CUST4985,2025-11-22 12:22:00,2025-11-25 05:56:31,2026-07-23 20:15:32,billing error already paid still shows unpaid,65.57527777777777,Negative,-0.2144,Negative,-0.9994487166404724,Negative,-0.9994487166404724,transformer
1947,1947,"Excellent service today, very satisfied with the response.",Appreciation,Customer Support,Resolved,CUST8308,2025-02-06 06:05:00,2025-02-07 00:48:27,2026-07-23 20:15:32,excellent service today satisfied response,18.724166666666665,Positive,0.7778,Positive,0.9998507499694824,Positive,0.9998507499694824,transformer
1948,1948,The new infrastructure upgrade has improved things significantly.,Infrastructure,Maintenance,Open,CUST4039,2025-06-09 11:30:00,,2026-07-23 20:15:32,new infrastructure upgrade improved things significantly,,Positive,0.4767,Positive,0.9997418522834778,Positive,0.9997418522834778,transformer
1949,1949,The road near the facility is damaged and causing accidents.,,Maintenance,Open,CUST7401,2025-07-08 12:12:00,,2026-07-23 20:15:32,road near facility damaged causing accidents,,Negative,-0.6369,Negative,-0.9993550181388855,Negative,-0.9993550181388855,transformer
1950,1950,I was overcharged on my last bill and no one is responding.,,Billing,Resolved,CUST9692,2025-07-01 15:07:00,2025-07-05 02:18:06,2026-07-23 20:15:32,overcharged last bill one responding,83.185,Negative,-0.296,Negative,-0.9996205568313599,Negative,-0.9996205568313599,transformer
1951,1951,My bill amount doubled this month without any explanation.,,Billing,Resolved,CUST8778,2025-05-08 16:55:00,2025-05-11 08:32:54,2026-07-23 20:15:32,bill amount doubled month without explanation,63.63166666666667,Neutral,0.0,Negative,-0.9965940117835999,Negative,-0.9965940117835999,transformer
1952,1952,I was treated very disrespectfully by the customer support agent.,Staff Behavior,Customer Support,Resolved,CUST2161,2025-02-13 17:35:00,2025-02-17 04:55:28,2026-07-23 20:15:32,treated disrespectfully customer support agent,83.3411111111111,Positive,0.4019,Negative,-0.999445378780365,Negative,-0.999445378780365,transformer
1953,1953,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Closed,CUST2189,2025-10-05 17:55:00,2025-10-06 04:54:19,2026-07-23 20:15:32,bill amount doubled month without explanation,10.988611111111112,Neutral,0.0,Negative,-0.9965940117835999,Negative,-0.9965940117835999,transformer
1954,1954,I was treated very disrespectfully by the customer support agent.,Staff Behavior,Customer Support,Resolved,CUST5300,2025-08-14 22:53:00,2025-08-17 14:51:05,2026-07-23 20:15:32,treated disrespectfully customer support agent,63.96805555555556,Positive,0.4019,Negative,-0.999445378780365,Negative,-0.999445378780365,transformer
1955,1955,I have been waiting since last month for this issue to be fixed.,,Operations,Resolved,CUST7122,2025-01-11 09:49:00,2025-01-18 02:23:03,2026-07-23 20:15:32,waiting since last month issue fixed,160.5675,Neutral,0.0,Negative,-0.9983676075935364,Negative,-0.9983676075935364,transformer
1956,1956,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Closed,CUST9348,2025-10-08 12:47:00,2025-10-13 10:16:04,2026-07-23 20:15:32,staff keep telling wait nothing happens,117.48444444444443,Neutral,0.0,Negative,-0.9984003901481628,Negative,-0.9984003901481628,transformer
1957,1957,There is clear favoritism and under-the-table dealing happening.,Corruption/Bribery,Administration,In Progress,CUST9145,2025-11-21 12:10:00,,2026-07-23 20:15:32,clear favoritism table dealing happening,,Positive,0.5106,Positive,0.9934437274932861,Positive,0.9934437274932861,transformer
1958,1958,Security personnel are not checking IDs properly at the gate.,Safety Concern,Security,Resolved,CUST3384,2025-08-14 17:04:00,2025-08-21 00:24:52,2026-07-23 20:15:32,security personnel checking ids properly gate,151.34777777777776,Positive,0.34,Negative,-0.9997747540473938,Negative,-0.9997747540473938,transformer
1959,1959,There are serious safety hazards at the site that need urgent attention.,Safety Concern,Security,Resolved,CUST6594,2025-06-13 11:17:00,2025-06-16 19:27:03,2026-07-23 20:15:32,serious safety hazards site need urgent attention,80.1675,Positive,0.5106,Negative,-0.9872455596923828,Negative,-0.9872455596923828,transformer
1960,1960,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Closed,CUST7325,2025-08-10 10:54:00,2025-08-17 13:30:45,2026-07-23 20:15:32,staff keep telling wait nothing happens,170.6125,Neutral,0.0,Negative,-0.9984003901481628,Negative,-0.9984003901481628,transformer
1961,1961,Thank you for quickly fixing the safety issue I reported earlier.,Safety Concern,Security,Resolved,CUST3248,2025-08-22 12:38:00,2025-08-25 12:56:13,2026-07-23 20:15:32,thank quickly fixing safety issue reported earlier,72.30361111111111,Positive,0.6486,Positive,0.9871915578842163,Positive,0.9871915578842163,transformer
1962,1962,The staff at the counter was extremely rude to me today.,Staff Behavior,Customer Support,Resolved,CUST5122,2025-08-11 09:34:00,2025-08-14 19:30:03,2026-07-23 20:15:32,staff counter extremely rude today,81.93416666666667,Negative,-0.5095,Negative,-0.9993046522140503,Negative,-0.9993046522140503,transformer
1963,1963,The equipment at the site is old and frequently malfunctions.,Infrastructure,Maintenance,In Progress,CUST6311,2025-11-20 20:32:00,,2026-07-23 20:15:32,equipment site old frequently malfunctions,,Neutral,0.0,Negative,-0.9997950196266174,Negative,-0.9997950196266174,transformer
1964,1964,"Excellent service today, very satisfied with the response.",Appreciation,Customer Support,Closed,CUST7742,2025-05-10 09:12:00,2025-05-12 03:28:46,2026-07-23 20:15:32,excellent service today satisfied response,42.27944444444445,Positive,0.7778,Positive,0.9998507499694824,Positive,0.9998507499694824,transformer
1965,1965,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Closed,CUST3281,2025-06-22 12:12:00,2025-06-30 18:14:45,2026-07-23 20:15:32,staff keep telling wait nothing happens,198.0458333333333,Neutral,0.0,Negative,-0.9984003901481628,Negative,-0.9984003901481628,transformer
1966,1966,I witnessed a near-accident due to lack of proper signage.,Safety Concern,Security,Closed,UNKNOWN,2025-03-22 14:23:00,2025-03-26 19:01:32,2026-07-23 20:15:32,witnessed near accident due lack proper signage,100.64222222222222,Negative,-0.3182,Negative,-0.9997788071632385,Negative,-0.9997788071632385,transformer
1967,1967,Thank you for quickly fixing the safety issue I reported earlier.,,Security,Closed,CUST5047,2025-07-04 11:46:00,2025-07-05 23:10:03,2026-07-23 20:15:32,thank quickly fixing safety issue reported earlier,35.40083333333333,Positive,0.6486,Positive,0.9871915578842163,Positive,0.9871915578842163,transformer
1968,1968,"There is a billing error, I already paid but it still shows unpaid.",,Billing,Resolved,CUST8935,2025-03-21 14:51:00,2025-03-23 19:00:43,2026-07-23 20:15:32,billing error already paid still shows unpaid,52.16194444444445,Negative,-0.2144,Negative,-0.9994487166404724,Negative,-0.9994487166404724,transformer
1970,1970,"Great job by the support team, issue resolved within a day.",Appreciation,Customer Support,Closed,CUST8450,2025-01-07 10:51:00,2025-01-08 00:18:57,2026-07-23 20:15:32,great job support team issue resolved within day,13.465833333333334,Positive,0.8176,Positive,0.9994268417358398,Positive,0.9994268417358398,transformer
1971,1971,"The new online system has made things much easier, well done.",Appreciation,Customer Support,In Progress,CUST9020,2025-07-14 09:12:00,,2026-07-23 20:15:32,new online system made things much easier well done,,Positive,0.5994,Positive,0.9995688796043396,Positive,0.9995688796043396,transformer
1972,1972,Poor maintenance of the facility is causing repeated problems.,,Maintenance,Open,CUST1892,2025-06-11 09:07:00,,2026-07-23 20:15:32,poor maintenance facility causing repeated problems,,Negative,-0.7003,Negative,-0.9997307658195496,Negative,-0.9997307658195496,transformer
1973,1973,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,In Progress,CUST7934,2025-05-18 17:34:00,,2026-07-23 20:15:32,overcharged last bill one responding,,Negative,-0.296,Negative,-0.9996205568313599,Negative,-0.9996205568313599,transformer
1974,1974,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Closed,CUST5656,2025-01-04 10:21:00,2025-01-05 13:08:11,2026-07-23 20:15:32,online payment portal charged twice bill,26.78638888888889,Negative,-0.2023,Negative,-0.9943894743919373,Negative,-0.9943894743919373,transformer
1975,1975,I was treated very disrespectfully by the customer support agent.,Staff Behavior,Customer Support,Closed,CUST6792,2025-04-20 11:36:00,2025-04-23 17:57:05,2026-07-23 20:15:32,treated disrespectfully customer support agent,78.35138888888889,Positive,0.4019,Negative,-0.999445378780365,Negative,-0.999445378780365,transformer
1976,1976,I was asked to pay extra money to get my work done faster.,,Administration,Closed,CUST7279,2025-01-19 16:20:00,2025-01-24 03:15:29,2026-07-23 20:15:32,asked pay extra money get work done faster,106.92472222222224,Negative,-0.1027,Negative,-0.9994475245475769,Negative,-0.9994475245475769,transformer
1977,1977,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Resolved,CUST5419,2025-01-06 13:05:00,2025-01-08 08:39:26,2026-07-23 20:15:32,online payment portal charged twice bill,43.57388888888889,Negative,-0.2023,Negative,-0.9943894743919373,Negative,-0.9943894743919373,transformer
1978,1978,There are serious safety hazards at the site that need urgent attention.,Safety Concern,Security,In Progress,CUST3713,2025-02-28 17:26:00,,2026-07-23 20:15:32,serious safety hazards site need urgent attention,,Positive,0.5106,Negative,-0.9872455596923828,Negative,-0.9872455596923828,transformer
1979,1979,I was asked to pay extra money to get my work done faster.,Corruption/Bribery,Administration,Closed,CUST7335,2025-05-01 16:15:00,2025-05-09 05:26:59,2026-07-23 20:15:32,asked pay extra money get work done faster,181.19972222222225,Negative,-0.1027,Negative,-0.9994475245475769,Negative,-0.9994475245475769,transformer
1980,1980,I was treated very disrespectfully by the customer support agent.,Staff Behavior,Customer Support,Closed,CUST7299,2025-02-03 09:26:00,2025-02-05 05:16:17,2026-07-23 20:15:32,treated disrespectfully customer support agent,43.83805555555556,Positive,0.4019,Negative,-0.999445378780365,Negative,-0.999445378780365,transformer
1981,1981,An official demanded a bribe before processing my documents.,Corruption/Bribery,Administration,In Progress,CUST8154,2025-01-25 09:17:00,,2026-07-23 20:15:32,official demanded bribe processing documents,,Negative,-0.4019,Negative,-0.999240517616272,Negative,-0.999240517616272,transformer
1982,1982,Thank you for quickly fixing the safety issue I reported earlier.,Safety Concern,Security,Resolved,CUST8244,2025-05-01 17:31:00,2025-05-04 05:19:39,2026-07-23 20:15:32,thank quickly fixing safety issue reported earlier,59.810833333333335,Positive,0.6486,Positive,0.9871915578842163,Positive,0.9871915578842163,transformer
1983,1983,The equipment at the site is old and frequently malfunctions.,Infrastructure,Maintenance,Closed,CUST3758,2025-03-03 00:38:00,2025-03-08 09:41:55,2026-07-23 20:15:32,equipment site old frequently malfunctions,129.06527777777777,Neutral,0.0,Negative,-0.9997950196266174,Negative,-0.9997950196266174,transformer
1984,1984,No safety measures are in place despite previous warnings.,Safety Concern,Security,In Progress,CUST4782,2025-04-12 17:25:00,,2026-07-23 20:15:32,safety measures place despite previous warnings,,Negative,-0.1139,Negative,-0.998145341873169,Negative,-0.998145341873169,transformer
1985,1985,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Resolved,CUST2059,2025-12-22 16:59:00,2025-12-30 09:58:34,2026-07-23 20:15:32,waiting since last month issue fixed,184.99277777777775,Neutral,0.0,Negative,-0.9983676075935364,Negative,-0.9983676075935364,transformer
1986,1986,The staff at the counter was extremely rude to me today.,Staff Behavior,Customer Support,Resolved,CUST8296,2025-06-12 08:23:00,2025-06-16 04:13:24,2026-07-23 20:15:32,staff counter extremely rude today,91.84,Negative,-0.5095,Negative,-0.9993046522140503,Negative,-0.9993046522140503,transformer
1987,1987,I want to thank the team for resolving my issue so quickly.,Appreciation,Customer Support,In Progress,CUST5257,2025-06-12 12:14:00,,2026-07-23 20:15:32,want thank team resolving issue quickly,,Positive,0.6597,Positive,0.9981899857521057,Positive,0.9981899857521057,transformer
1988,1988,I was treated very disrespectfully by the customer support agent.,Staff Behavior,Customer Support,Resolved,CUST4206,2025-04-19 10:41:00,2025-04-22 09:47:19,2026-07-23 20:15:32,treated disrespectfully customer support agent,71.10527777777777,Positive,0.4019,Negative,-0.999445378780365,Negative,-0.999445378780365,transformer
1989,1989,An official demanded a bribe before processing my documents.,Corruption/Bribery,Administration,Open,CUST2513,2025-06-25 19:14:00,,2026-07-23 20:15:32,official demanded bribe processing documents,,Negative,-0.4019,Negative,-0.999240517616272,Negative,-0.999240517616272,transformer
1990,1990,The new infrastructure upgrade has improved things significantly.,Infrastructure,Maintenance,Closed,CUST5803,2025-01-03 06:33:00,2025-01-08 13:46:31,2026-07-23 20:15:32,new infrastructure upgrade improved things significantly,127.22527777777778,Positive,0.4767,Positive,0.9997418522834778,Positive,0.9997418522834778,transformer
1991,1991,Why is the late fee applied when I paid on time?,,Billing,Resolved,CUST2094,2025-05-06 10:14:00,2025-05-07 21:38:03,2026-07-23 20:15:32,late fee applied paid time,35.40083333333333,Neutral,0.0,Negative,-0.9993433356285095,Negative,-0.9993433356285095,transformer
1992,1992,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Closed,CUST3882,2025-08-19 18:41:00,2025-08-23 07:30:16,2026-07-23 20:15:32,three weeks complaint still resolved,84.82111111111111,Negative,-0.4055,Negative,-0.9996131062507629,Negative,-0.9996131062507629,transformer
1993,1993,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Open,CUST2262,2025-12-06 12:15:00,,2026-07-23 20:15:32,waiting since last month issue fixed,,Neutral,0.0,Negative,-0.9983676075935364,Negative,-0.9983676075935364,transformer
1994,1994,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Resolved,CUST7044,2025-04-26 12:11:00,2025-04-28 00:31:53,2026-07-23 20:15:32,overcharged last bill one responding,36.348055555555554,Negative,-0.296,Negative,-0.9996205568313599,Negative,-0.9996205568313599,transformer
1995,1995,No safety measures are in place despite previous warnings.,,Security,Closed,CUST3814,2025-07-06 12:15:00,2025-07-10 22:43:36,2026-07-23 20:15:32,safety measures place despite previous warnings,106.47666666666667,Negative,-0.1139,Negative,-0.998145341873169,Negative,-0.998145341873169,transformer
1996,1996,Thank you for quickly fixing the safety issue I reported earlier.,Safety Concern,Security,Closed,CUST3736,2025-10-17 11:32:00,2025-10-20 10:35:18,2026-07-23 20:15:32,thank quickly fixing safety issue reported earlier,71.055,Positive,0.6486,Positive,0.9871915578842163,Positive,0.9871915578842163,transformer
1997,1997,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Resolved,CUST5575,2025-10-08 17:55:00,2025-10-11 20:34:21,2026-07-23 20:15:32,bill amount doubled month without explanation,74.65583333333333,Neutral,0.0,Negative,-0.9965940117835999,Negative,-0.9965940117835999,transformer
1998,1998,Very unprofessional behavior from the officer on duty.,Staff Behavior,Customer Support,In Progress,CUST1692,2025-03-04 08:45:00,,2026-07-23 20:15:32,unprofessional behavior officer duty,,Negative,-0.5563,Negative,-0.9969633221626282,Negative,-0.9969633221626282,transformer
1999,1999,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Resolved,CUST7471,2025-03-10 05:29:00,2025-03-11 17:58:31,2026-07-23 20:15:32,late fee applied paid time,36.49194444444444,Neutral,0.0,Negative,-0.9993433356285095,Negative,-0.9993433356285095,transformer
2000,2000,Very unprofessional behavior from the officer on duty.,Staff Behavior,Customer Support,Closed,CUST7638,2025-11-15 13:41:00,2025-11-17 05:42:54,2026-07-23 20:15:32,unprofessional behavior officer duty,40.031666666666666,Negative,-0.5563,Negative,-0.9969633221626282,Negative,-0.9969633221626282,transformer
2001,2001,Thank you for quickly fixing the safety issue I reported earlier.,,Security,Closed,CUST1596,2025-12-06 14:32:00,2025-12-10 09:17:57,2026-07-23 20:15:32,thank quickly fixing safety issue reported earlier,90.76583333333332,Positive,0.6486,Positive,0.9871915578842163,Positive,0.9871915578842163,transformer
2002,2002,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Open,CUST7268,2025-12-27 13:19:00,,2026-07-23 20:15:32,online payment portal charged twice bill,,Negative,-0.2023,Negative,-0.9943894743919373,Negative,-0.9943894743919373,transformer
2003,2003,The response time for service requests is unacceptably slow.,,Operations,Closed,CUST3411,2025-01-16 06:12:00,2025-01-23 00:45:47,2026-07-23 20:15:32,response time service requests unacceptably slow,162.56305555555556,Neutral,0.0,Negative,-0.9997486472129822,Negative,-0.9997486472129822,transformer
2004,2004,The staff member was polite and handled my issue very well.,,Customer Support,Resolved,CUST5005,2025-09-24 05:08:00,2025-09-24 17:06:39,2026-07-23 20:15:32,staff member polite handled issue well,11.9775,Positive,0.3384,Positive,0.9998146891593933,Positive,0.9998146891593933,transformer
2005,2005,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Resolved,CUST7087,2025-11-09 17:31:00,2025-11-13 02:37:51,2026-07-23 20:15:32,bill amount doubled month without explanation,81.11416666666666,Neutral,0.0,Negative,-0.9965940117835999,Negative,-0.9965940117835999,transformer
2006,2006,An official demanded a bribe before processing my documents.,Corruption/Bribery,Administration,Closed,CUST2659,2025-03-02 08:15:00,2025-03-08 11:31:09,2026-07-23 20:15:32,official demanded bribe processing documents,147.26916666666668,Negative,-0.4019,Negative,-0.999240517616272,Negative,-0.999240517616272,transformer
